MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,log_price,Age,HasBasement,HasGarage,HasFireplace
20,RL,37.0,8.846784666945227,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.490723534502507,Unf,0.0,5.389071729816501,6.776506992372183,GasA,TA,Y,SBrkr,6.828712071641684,0.0,0.0,6.828712071641684,1,0,1,0,3,1,TA,5,Typ,0,Not Applicable,Attchd,1984,Unf,1,5.579729825986222,TA,TA,Y,5.8944028342648505,0.0,0.0,0.0,0.0,0.0,0.0,10,2008,WD,Normal,11.691080018519527,24,Yes,Yes,No
50,RM,62.212947670250585,8.281723990411392,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.150602768446279,Unf,0.0,5.860786223465865,6.70808408385307,GasA,TA,Y,SBrkr,6.70808408385307,6.008813185442595,0.0,7.110696122978827,0,0,1,0,3,1,TA,5,Typ,0,Not Applicable,Detchd,1926,Unf,1,5.351858133476067,TA,TA,N,0.0,0.0,4.762173934797756,0.0,0.0,0.0,0.0,12,2009,WD,Normal,11.652696102959753,83,Yes,Yes,No
50,RL,54.0,8.94663520890585,Pave,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.595780513961311,6.595780513961311,GasA,Ex,Y,SBrkr,6.710523109452428,6.261491684321042,0.0,7.203405521083095,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1921,Unf,1,5.231108616854587,Fa,TA,Y,5.262690188904886,0.0,4.634728988229636,0.0,0.0,0.0,0.0,7,2009,WD,Normal,11.950541482162043,88,Yes,Yes,Yes
20,RL,77.0,9.028338763993148,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,Not Applicable,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,7.025538314638521,0.0,0.0,7.025538314638521,0,0,1,0,3,1,TA,5,Min2,1,Gd,Not Applicable,1,Not Applicable,0,0.0,Not Applicable,Not Applicable,N,0.0,3.6109179126442243,5.25227342804663,0.0,0.0,0.0,0.0,4,2006,WD,Normal,11.440365524765756,52,No,No,Yes
60,RL,71.64081487170473,9.321076413570848,Pave,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Wood,Gd,TA,No,LwQ,7.104144092987527,Unf,0.0,0.0,7.104144092987527,GasA,Ex,Y,SBrkr,7.1693500166706,7.104144092987527,0.0,7.83002808253384,0,0,2,1,4,1,TA,8,Typ,0,Not Applicable,Attchd,1990,Fin,2,6.542471960506805,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2006,WD,Normal,12.429220196836383,16,Yes,Yes,No
120,RM,64.0,8.628376720376853,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,5.231108616854587,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.300472814267799,Unf,0.0,4.795790545596741,7.3783837129967145,GasA,Ex,Y,SBrkr,7.410347097821024,0.0,0.0,7.410347097821024,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008,Fin,2,6.180016653652572,TA,TA,Y,5.093750200806762,3.9889840465642745,0.0,5.0369526024136295,0.0,0.0,0.0,11,2008,New,Partial,12.880294363972055,0,Yes,Yes,Yes
60,RL,160.0,9.656563472556515,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,7.64826303090192,Unf,0.0,5.707110264748875,7.781973234434385,GasA,Ex,Y,SBrkr,7.788211557847076,7.633369649679584,0.0,8.406708458240965,1,0,3,1,4,1,Ex,10,Typ,2,TA,Attchd,1996,Fin,3,6.70196036600254,TA,TA,Y,5.147494476813453,4.3694478524670215,0.0,0.0,0.0,6.320768294250582,0.0,7,2007,WD,Abnorml,13.521140839642674,11,Yes,Yes,Yes
30,RL,60.0,9.287394001418473,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,6.71174039505618,Unf,0.0,5.703782474656201,7.02197642307216,GasA,Ex,Y,SBrkr,7.030857476116121,0.0,0.0,7.030857476116121,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1970,Unf,2,6.580639137284949,TA,TA,Y,5.438079308923196,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal,11.695255355062795,86,Yes,Yes,Yes
20,RL,50.0,10.466924601573329,Grvl,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.424950017481403,TA,TA,CBlock,TA,TA,Gd,Rec,7.05617528410041,Unf,0.0,6.025865973825314,7.360739903058278,GasA,Gd,Y,SBrkr,7.360739903058278,0.0,0.0,7.360739903058278,1,0,1,1,3,1,TA,5,Typ,2,TA,2Types,1963,RFn,3,6.903747257584598,TA,TA,Y,0.0,5.575949103146316,0.0,0.0,5.575949103146316,0.0,0.0,5,2007,WD,Normal,12.137263685701864,44,Yes,Yes,Yes
50,RL,60.0,9.1838937219612,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,5.973809611869261,Unf,0.0,5.973809611869261,6.665683717782408,GasA,Gd,Y,SBrkr,6.856461984594587,5.60947179518496,0.0,7.108244139731541,1,0,1,0,4,1,TA,7,Typ,0,Not Applicable,Attchd,1965,Unf,1,5.973809611869261,TA,TA,Y,0.0,0.0,5.4680601411351315,0.0,0.0,0.0,0.0,3,2006,WD,Normal,11.560772327227417,82,Yes,Yes,No
190,RL,107.0,9.270117576012044,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,6.089044875446846,Unf,0.0,6.289715570908998,6.88653164253051,GasA,TA,Y,SBrkr,6.922643891475888,6.530877627725885,0.0,7.438383530044307,1,0,2,0,3,2,TA,7,Typ,0,Not Applicable,CarPort,1920,Unf,2,6.042632833682381,Fa,Fa,Y,0.0,4.31748811353631,0.0,0.0,0.0,0.0,0.0,8,2009,WD,Abnorml,11.461642696843066,109,Yes,Yes,No
20,RL,89.0,9.430439293104167,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,7.284134806195205,Unf,0.0,5.1298987149230735,7.393263094763838,GasA,Ex,Y,SBrkr,7.393263094763838,0.0,0.0,7.393263094763838,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1994,RFn,3,6.630683385642372,TA,TA,Y,0.0,4.74493212836325,5.262690188904886,0.0,0.0,0.0,0.0,7,2006,WD,Normal,12.476103599529843,12,Yes,Yes,Yes
60,RL,68.0,9.097843340749037,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.564348191467836,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.723832440821209,6.723832440821209,GasA,Ex,Y,SBrkr,6.723832440821209,6.721425700790643,0.0,7.415175109613295,0,0,2,1,3,1,Gd,7,Typ,0,Not Applicable,Attchd,2002,RFn,2,6.202535517187923,TA,TA,Y,4.976733742420574,4.23410650459726,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal,12.180759965737863,7,Yes,Yes,No
60,RL,60.0,8.922791623969637,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.902742737158593,6.902742737158593,GasA,Gd,Y,SBrkr,6.9363427358340495,6.655440350367647,0.0,7.498315870766981,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999,Fin,2,6.093569770045136,TA,TA,Y,4.948759890378168,4.110873864173311,0.0,0.0,0.0,0.0,0.0,6,2010,WD,Normal,12.149507585033072,11,Yes,Yes,Yes
190,RL,99.44518832330627,10.387887062065596,Pave,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,5.0106352940962555,TA,Gd,CBlock,TA,TA,Av,BLQ,7.05617528410041,Unf,0.0,4.51085950651685,7.1308988302963465,GasA,Ex,Y,SBrkr,7.392031567514591,0.0,0.0,7.392031567514591,1,0,1,0,3,1,TA,7,Typ,1,TA,2Types,1975,Fin,4,7.213031659834869,TA,TA,Y,6.0867747269123065,0.0,0.0,0.0,0.0,0.0,0.0,3,2007,WD,Normal,12.031725210748633,46,Yes,Yes,Yes
160,FV,24.0,7.880804344674901,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,6.124683390894205,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.655440350367647,6.655440350367647,GasA,Ex,Y,SBrkr,6.639875833826536,6.519147287940395,0.0,7.273786317844895,0,0,2,1,2,1,Gd,5,Typ,0,Not Applicable,Detchd,1999,Unf,2,6.20050917404269,TA,TA,Y,5.332718793265369,0.0,0.0,0.0,0.0,0.0,0.0,11,2007,WD,Normal,12.066816325306588,8,Yes,Yes,No
50,RM,60.0,9.169622538697624,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,0.0,6.555356891810665,6.555356891810665,GasA,Gd,Y,SBrkr,6.736966958001855,6.447305862541213,0.0,7.29505641646263,0,0,1,0,3,1,Gd,6,Typ,0,Not Applicable,Detchd,1925,Unf,1,5.5254529391317835,TA,Fa,P,0.0,0.0,4.442651256490317,0.0,0.0,0.0,0.0,7,2007,WD,Normal,11.736077016252437,82,Yes,Yes,No
120,RM,62.93113700000124,8.412054873292933,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.054439346269371,TA,TA,PConc,Ex,TA,No,GLQ,6.784457062637643,Unf,0.0,5.834810737062605,7.110696122978827,GasA,Ex,Y,SBrkr,7.110696122978827,0.0,0.0,7.110696122978827,1,0,2,0,2,1,TA,5,Typ,0,Not Applicable,Attchd,1999,Fin,2,5.998936561946683,TA,TA,Y,0.0,5.720311776607412,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal,12.013706813470414,10,Yes,Yes,No
60,RL,80.0,9.144734614878189,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,4.969813299576001,TA,TA,CBlock,TA,TA,No,ALQ,5.918893854273146,Unf,0.0,5.680172609017068,6.498282149476434,GasA,TA,Y,SBrkr,6.498282149476434,6.536691597591305,0.0,7.210079628170788,0,0,1,1,4,1,TA,7,Typ,0,Not Applicable,Attchd,1969,Fin,1,5.703782474656201,TA,TA,Y,5.940171252720432,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,3,2010,WD,Normal,11.970356641102999,41,Yes,Yes,No
60,RL,51.0,8.990939806940807,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.591673732008658,6.591673732008658,GasA,Ex,Y,SBrkr,6.591673732008658,6.591673732008658,0.0,7.284134806195205,0,0,2,1,3,1,Gd,8,Typ,0,Not Applicable,Attchd,2005,Fin,2,5.993961427306569,TA,TA,Y,4.61512051684126,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,7,2008,WD,Normal,12.07824495582233,3,Yes,Yes,No
60,RL,58.0,9.550733483340633,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,6.779921907472252,6.779921907472252,GasA,Ex,Y,SBrkr,6.779921907472252,6.892641641172089,0.0,7.530479995245536,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2006,Fin,3,6.493753839851686,TA,TA,Y,4.61512051684126,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,11,2006,New,Partial,12.29779001527865,0,Yes,Yes,Yes
75,RM,65.0,9.088285725968877,Pave,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.704414354964107,6.704414354964107,GasA,Ex,Y,SBrkr,6.704414354964107,6.775366090936392,0.0,7.43307534889858,0,0,1,0,3,1,TA,7,Typ,1,Gd,Detchd,1916,Unf,1,5.420534999272286,TA,TA,Y,0.0,0.0,5.802118375377063,0.0,0.0,0.0,0.0,7,2006,ConLw,Normal,11.87757552297847,90,Yes,Yes,Yes
20,RL,70.0,9.116139576577355,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.10085190894405,7.10085190894405,GasA,Ex,Y,SBrkr,7.10085190894405,0.0,0.0,7.10085190894405,0,0,2,0,3,1,Gd,6,Typ,0,Not Applicable,Attchd,2001,RFn,2,6.352629396319567,TA,TA,Y,5.877735781779639,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal,12.08954444723597,8,Yes,Yes,No
20,RL,75.0,9.326878188224134,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,3.9512437185814275,TA,TA,CBlock,TA,TA,No,Rec,6.306275286948016,Unf,0.0,6.22455842927536,6.9584483932976555,GasA,Gd,Y,SBrkr,7.232010331664759,0.0,0.0,7.232010331664759,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1974,Unf,2,6.131226489483141,TA,TA,Y,0.0,4.418840607796598,0.0,0.0,0.0,0.0,0.0,10,2006,WD,Normal,11.904974309480183,43,Yes,Yes,Yes
20,RL,71.0,9.143559338285831,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.762729506931879,6.762729506931879,GasA,Gd,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0,0,1,0,3,1,TA,5,Typ,0,Not Applicable,Attchd,1972,Unf,1,5.638354669333745,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,Oth,Abnorml,11.6617850286409,36,Yes,Yes,No
60,RL,80.0,9.249657234353133,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,6.7650389767805414,6.7650389767805414,GasA,Ex,Y,SBrkr,6.7650389767805414,6.81783057145415,0.0,7.484368643286131,0,0,2,1,3,1,Gd,6,Typ,0,Not Applicable,Attchd,1998,RFn,2,6.304448802421981,TA,TA,Y,5.293304824724492,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,3,2009,WD,Normal,12.19552218463499,11,Yes,Yes,No
50,RM,50.0,8.699681400989514,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.785587645007929,6.785587645007929,GasA,Ex,Y,SBrkr,6.785587645007929,6.142037405587356,0.0,7.207118856207756,1,0,1,0,3,1,TA,5,Typ,1,Fa,Detchd,1960,Unf,1,5.37989735354046,TA,TA,N,0.0,0.0,5.342334251964811,0.0,0.0,0.0,0.0,5,2009,WD,Normal,11.669937760751914,84,Yes,Yes,Yes
20,RL,75.0,9.18512512283512,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.147494476813453,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.396948602621014,7.396948602621014,GasA,Ex,Y,SBrkr,7.396948602621014,0.0,0.0,7.396948602621014,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2000,Unf,2,6.113682179832232,TA,TA,Y,4.31748811353631,5.459585514144159,0.0,0.0,0.0,0.0,0.0,10,2009,WD,Normal,12.269052139516223,9,Yes,Yes,Yes
20,RL,78.0,9.224341891611996,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,6.670766320845874,Unf,0.0,5.594711379601839,6.963189985870238,GasA,Ex,Y,SBrkr,6.980075940561763,0.0,0.0,6.980075940561763,1,0,1,1,3,1,TA,6,Typ,0,Not Applicable,Attchd,1975,RFn,2,6.206575926724928,TA,TA,Y,0.0,4.48863636973214,0.0,0.0,0.0,0.0,0.0,7,2006,WD,Normal,11.941462360646149,31,Yes,Yes,No
20,RL,90.0,9.59458184363272,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,5.459585514144159,Gd,TA,CBlock,Gd,TA,Mn,ALQ,6.186208623900494,BLQ,5.181783550292085,7.311218384419629,7.677400430514807,GasA,Gd,Y,SBrkr,7.69484807238461,0.0,0.0,7.69484807238461,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1990,RFn,3,6.553933404025811,TA,TA,Y,4.442651256490317,4.2626798770413155,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal,12.513193308436527,19,Yes,Yes,Yes
20,RH,68.67665163800655,9.093918908958932,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.963189985870238,Unf,0.0,0.0,6.963189985870238,GasA,TA,Y,SBrkr,6.963189985870238,0.0,0.0,6.963189985870238,1,0,1,0,2,1,TA,5,Typ,0,Not Applicable,Detchd,1966,Unf,1,5.953243334287785,TA,TA,Y,0.0,3.7612001156935624,0.0,0.0,0.0,0.0,0.0,11,2006,WD,Normal,11.580593459194764,40,Yes,Yes,No
20,RL,70.0,9.119977931895791,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.795790545596741,Gd,TA,PConc,Gd,TA,Av,GLQ,5.831882477283517,Unf,0.0,7.202661196523238,7.428333194190806,GasA,Ex,Y,SBrkr,7.438971592395862,0.0,0.0,7.438971592395862,1,0,2,0,3,1,Gd,7,Typ,0,Not Applicable,Attchd,2003,RFn,2,6.300785794663244,TA,TA,Y,5.262690188904886,3.1780538303479458,0.0,0.0,0.0,0.0,0.0,5,2006,WD,Normal,12.206077645517674,3,Yes,Yes,No
20,RL,70.0,8.957252944288902,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,6.22455842927536,BLQ,4.6913478822291435,5.768320995793772,6.837332814685591,GasA,TA,Y,SBrkr,7.157735484249907,0.0,0.0,7.157735484249907,1,0,1,0,3,1,TA,6,Typ,0,Not Applicable,Detchd,1980,Unf,2,6.2285110035911835,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2008,WD,Normal,11.849404844423074,46,Yes,Yes,No
20,RL,85.0,9.228474942171665,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,6.042632833682381,Gd,TA,PConc,Ex,TA,Mn,GLQ,7.107425474110705,Unf,0.0,6.089044875446846,7.415175109613295,GasA,Ex,Y,SBrkr,7.415175109613295,0.0,0.0,7.415175109613295,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,2,6.2166061010848646,TA,TA,Y,5.777652323222656,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,5,2006,New,Partial,12.577639650232573,0,Yes,Yes,Yes
60,RL,70.0,9.325364048544964,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.962243464266207,6.962243464266207,GasA,Ex,Y,SBrkr,6.962243464266207,6.673297967767654,0.0,7.520776415062797,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992,RFn,2,6.137727054086234,TA,TA,Y,6.455198563340122,4.653960350157523,0.0,0.0,0.0,0.0,400.0,5,2010,WD,Normal,12.149507585033072,18,Yes,Yes,Yes
50,RL,152.0,9.403849118160702,Pave,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,6.059123195581797,Unf,0.0,4.890349128221754,6.327936783729195,GasA,Gd,Y,SBrkr,6.985641817639208,6.511745329644728,0.0,7.469083884921234,0,0,2,0,4,1,TA,8,Typ,0,Not Applicable,Basment,1988,RFn,2,6.20050917404269,TA,TA,Y,5.786897381366708,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,6,2010,WD,Normal,12.00762780434872,22,Yes,Yes,No
30,RL,50.0,9.14216859187285,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.84354441703136,Unf,0.0,5.796057750765372,6.511745329644728,GasA,TA,Y,SBrkr,6.511745329644728,0.0,0.0,6.511745329644728,1,0,1,0,2,1,TA,4,Typ,0,Not Applicable,Attchd,1941,Unf,1,5.459585514144159,TA,TA,N,0.0,4.736198448394496,0.0,0.0,0.0,0.0,0.0,8,2009,WD,Normal,11.635151947212842,68,Yes,Yes,No
80,RL,70.43425679772362,9.234740258799718,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,6.47543271670409,Unf,0.0,0.0,6.47543271670409,GasA,Ex,Y,SBrkr,6.8679744089702925,0.0,0.0,6.8679744089702925,1,1,0,0,0,1,TA,3,Typ,0,Not Applicable,Attchd,1965,Unf,1,5.8998973535824915,TA,TA,Y,4.48863636973214,0.0,0.0,0.0,0.0,0.0,0.0,5,2006,WD,Normal,11.884495917930655,41,Yes,Yes,No
85,RL,69.0,9.230731061623917,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,6.665683717782408,Unf,0.0,4.955827057601261,6.8308742346461795,GasA,TA,Y,SBrkr,6.907755278982137,0.0,0.0,6.907755278982137,1,0,1,0,3,1,TA,6,Typ,0,Not Applicable,Attchd,1962,Unf,1,5.707110264748875,TA,TA,Y,5.017279836814924,4.290459441148391,0.0,0.0,0.0,0.0,0.0,5,2006,WD,Normal,11.80932691294063,44,Yes,Yes,No
20,RL,99.0,8.867145589594143,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.198497031265826,LwQ,5.926926025970411,5.831882477283517,6.796823718274855,GasA,TA,Y,SBrkr,6.796823718274855,0.0,0.0,6.796823718274855,0,0,1,0,3,1,TA,5,Typ,0,Not Applicable,Detchd,1966,RFn,1,5.953243334287785,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2007,WD,Normal,11.736077016252437,41,Yes,Yes,No
